PID,Sale_Price
902104060,94836.1
528168040,302214.6
909101190,139661.7
905475500,79615.4
528228270,190145.4
902207010,102255.6
902106120,78652.0
902108060,113028.6
528435030,263016.6
923228150,91029.5
535457040,125836.1
906380210,199304.0
903227070,138383.2
907227080,122809.1
907285050,185483.7
531451290,191046.2
532377130,133405.4
909428120,219082.8
533350050,316477.6
527165230,182022.4
534477270,175205.2
528250040,177074.9
905453040,161645.2
907196050,208947.4
533213010,240660.9
533135020,249788.0
534278170,143215.6
528218030,178093.9
533213020,204171.1
923205015,170964.1
528221040,201295.8
528228290,194438.6
535455080,114759.2
914476330,198132.8
531385020,189264.1
909175030,151949.3
534104100,211520.8
923228270,77928.8
909252020,158122.0
535478110,113443.3
908152280,157332.7
535300120,170705.5
534429030,90532.3
908188130,144306.3
906380110,222265.7
903227140,137039.1
533223030,170459.9
902102080,126759.7
528228445,190620.5
913350030,217213.6
902109080,105898.1
909275110,206549.6
909256060,130759.1
902128020,101403.5
535327230,123741.4
534252060,133699.3
903228070,115079.9
535179160,126676.0
528458140,283816.4
902106130,94068.6
902325100,178181.3
528431030,223088.4
902300110,95130.0
535153140,175973.3
907275090,223279.8
910203250,53574.5
527451170,121162.0
534128190,240007.6
1007100110,112425.2
535376100,97772.6
528108010,254416.5
908188140,148243.0
907250020,236721.4
907405020,211994.1
916402115,201753.0
535453150,141364.5
908128050,142738.2
527451400,84789.6
902327070,146113.0
528387030,281126.2
534128090,197817.7
527377030,166606.9
532353020,128049.1
907405140,198492.1
908152035,113064.5
531363050,138815.6
905452160,143206.4
527450150,106474.2
902301030,119798.1
527402200,153594.1
907202220,129020.9
902206040,120455.7
909425140,277765.4
911175410,53633.3
535402090,153082.3
535427070,245003.9
527107090,180689.3
902427180,124288.4
905105190,135419.2
905200290,170979.0
909428340,224276.4
923426070,139798.8
528180110,326345.5
528106050,456653.3
923201100,137121.5
905200340,184151.2
906476030,211693.3
907201220,135937.1
528120130,387270.0
528108160,272110.2
908201120,96199.4
527365030,242404.0
923225190,105705.0
910251050,62524.4
527302050,182825.0
906394060,186648.3
534176060,182679.6
527108060,303121.1
907410110,217493.9
905300020,147870.0
902328100,147455.2
902205140,110661.3
526302040,140004.2
528142150,265253.3
534201250,158989.8
907265030,236321.6
535403210,138141.3
533130020,231160.3
528429060,257036.8
535305160,99301.3
923226290,74979.8
535401080,168136.9
902329030,196472.8
907418020,171672.7
907250070,241696.6
907194020,208152.3
907425035,155497.9
905101450,147653.6
527356060,165356.9
906340080,342015.3
534127270,163489.4
905107300,164450.0
528218150,183476.5
903427120,138184.4
916326040,180178.9
924100040,218431.7
923202005,185641.1
902302150,134184.1
923201020,136719.9
527455080,145876.3
907252050,204537.2
903458170,92384.1
907252060,250543.1
526302110,113979.8
909282110,195645.1
533205110,225796.8
902402150,97943.4
907290240,141350.7
903225150,86247.4
528142020,270630.2
902205070,52312.2
528490040,225217.4
527302060,193660.3
535151100,127106.9
535402100,140104.2
528280230,223791.0
535378080,127255.4
527212040,340663.1
906203120,254871.1
528166090,389291.8
533206060,201530.4
902103150,130066.4
902105020,233584.9
906201120,232040.5
535476110,138691.0
527451410,92215.8
907192020,185481.7
907200130,117386.6
907202130,159280.4
531375110,154679.0
533212050,163454.0
527455250,122349.9
535151040,142512.8
527226010,174356.1
907290170,141316.6
910200040,113553.6
533242090,298116.3
534277060,112847.4
528480160,202724.0
905107140,149028.0
535426130,190583.1
535353140,78965.4
534478230,153628.8
528363130,344227.8
528344020,343586.7
527359160,197416.4
903454080,124906.3
910205130,139158.0
916386080,161862.7
917425190,207080.3
903201030,126187.0
903225140,128694.0
527425090,97988.4
903234160,101335.3
533254050,208263.7
534152050,228091.6
909256010,141899.6
