id	prob
2	0.010359623539086423
3	0.9611062893285789
5	0.6765145551571017
6	0.9774777957932722
9	5.722693499131169e-07
10	0.7470891662719946
11	0.32237724715336813
12	0.9512142578359422
13	0.22283725444959057
14	0.7383070267949399
15	0.3259802082890385
16	0.2966374599805526
18	0.28806186292990366
19	0.9375284320453477
23	0.5546749010905785
24	0.016850395317154453
26	0.006891035373533713
27	0.00102648572408359
28	0.5187525322273768
29	0.22453220711510802
30	0.06467950481286362
34	0.049967995957788294
35	0.005588066103959295
36	0.8784134887830568
40	0.14977429048790522
42	0.00442771362560138
43	0.2363075843059978
45	0.9075680813888347
46	0.8514295751183606
48	0.9979387471783723
50	0.93305149488502
51	0.003496050178980725
52	0.4305256563996742
54	0.990512614568132
55	0.1853471965723145
57	0.9084484703289089
60	0.6604608235491584
61	0.5203111693423123
63	0.851944502008215
64	0.04137014843090259
66	0.9033187913679896
77	0.8671801456074811
78	0.015200102886151041
80	0.009263480317352277
81	0.297911108516633
84	0.698064714673976
85	0.9790151473823849
88	0.9444153289263275
89	0.9746945293180108
90	0.003256611875378457
92	0.7473783011789046
94	0.9742029602098401
96	0.0007889040446007697
99	0.0036166747897630135
100	0.6912258533209037
101	0.909744692481568
103	0.0004635174136134509
104	0.1902514863777897
106	0.020070488716314044
107	0.9916047071466552
109	0.9769914105415295
112	0.18360842781281012
113	0.9886889766493435
114	0.00041503930021568935
116	0.9790867798894776
117	0.9049523161639201
120	0.389824682455699
122	0.8499038060084919
123	0.01512703725660001
127	0.10782389861601772
128	0.14008107376387152
129	0.5774645420935917
131	0.8971110866062099
132	0.6753450799356213
133	0.9280169325825623
134	0.964048967373721
141	0.9734867178273682
142	0.9950493490709527
145	0.3916894870949322
146	0.9870477736998438
147	0.7657063750014926
151	0.6214789158649776
155	0.9999186805584175
156	0.9968659237451926
157	0.001819051121178015
164	0.9873926480411103
167	0.2030132479010324
168	0.040846063752176524
170	0.007691618687909846
171	0.12978421505616927
173	0.9701792628069856
177	0.9989712126552506
178	0.0443666572555282
181	0.27969229209660174
184	0.9499897666782157
185	0.07981917125814045
187	0.0008695354006528555
188	0.002716688918261069
189	0.9911792904139781
190	0.9512437186577888
192	0.10499180511819475
195	0.9532474200416132
197	0.999591135898808
198	0.7141564340848402
201	0.9978934703686978
204	0.008246316040354125
206	0.8791475518286126
209	0.006949596581000538
211	0.3252602615008552
213	0.635517814666477
215	0.9995794308498279
217	0.10155886575326456
222	0.256293088387415
224	0.9431262435093053
230	0.9385427078869872
231	0.04770813309464889
232	0.9899724253990684
233	0.029961023635962696
234	0.9524267724032316
235	0.03842130527974993
237	0.39198702564835236
238	0.1923064678158053
243	0.3965119226440576
244	0.9958475534075494
245	0.002498255448130823
247	0.7331797870362887
249	0.25459622603558335
250	0.7476087670178251
251	0.0015607930941830244
253	0.6270335397304414
254	0.4946320340878825
255	9.067545976845467e-05
256	0.0009677600539900037
261	0.9936023545756906
262	0.9074987890465499
264	0.07250492229260765
265	0.035469347370079965
267	0.4732801659612915
268	0.03340858060749892
271	0.9150943975407333
275	0.9034940143002366
276	0.6082921763995324
277	0.7670104883070595
278	0.08538371404830918
280	0.42560144440594794
282	0.961892463881151
285	7.093239414389803e-05
286	0.237747851279079
288	0.6990378109687594
291	0.9894114464906804
292	0.7047735405087107
293	0.7138144910693085
295	0.5181357272180038
296	0.022998543483618607
297	0.1367193468296156
302	0.8401602385104529
306	0.7973501372252192
307	0.9318347496992698
308	0.6965936029057428
309	0.43920061842396657
311	0.15522982934026025
312	0.9750056333840662
313	0.9496175123283614
314	0.8153609549460612
316	0.9253235714702641
317	0.17179375696485882
318	0.360531375574331
320	0.9886599575884232
322	0.9959496697103323
326	0.6783489998819485
332	0.25445348775263765
333	0.1799668632941585
335	0.007545214036761106
336	0.9344514580709734
339	0.5357267324709559
342	0.6435093049387772
344	0.9732770124518109
347	0.007625660565274043
348	0.44570104652178577
350	0.1359771910064663
351	0.141777346633013
352	0.13378551570272462
353	0.10927839592353661
355	0.8581189112688878
357	0.37885044672353124
358	0.04542124808789814
360	0.08018784806967186
363	0.004444972649285977
364	0.23610718062185485
365	0.7939394634875138
366	0.6701778024373991
369	0.4650489178889429
371	0.3690738200943916
372	0.44178496483835156
373	0.9834349640492782
375	0.9436667744095056
376	0.8711896486497233
377	0.025194853118837877
380	0.22989713046948276
381	0.0008220791364001924
382	0.5179104747536987
384	0.0029063781101276733
385	0.06282688391905791
390	0.9772669640812491
391	0.43789614813986255
392	2.1586491399072045e-06
395	0.6737732615521231
397	0.9644993393360838
400	0.9707698109171622
401	0.9692580431605825
403	0.6050352175049261
405	0.03489832837747734
406	0.9991382231888721
409	0.696699339488758
410	0.976336170820982
413	0.0010364089140780747
414	0.9602676384644434
415	0.38296388793585845
417	0.268209773933957
420	0.005173549512082943
423	0.21962533425853742
425	0.9977731208751748
426	0.5272246716844479
430	0.9927413032092574
431	0.013518739404297922
432	0.9922941742443038
434	0.8972833684650375
436	0.9602974906725825
438	0.1372117706704955
442	0.20724737742348368
444	0.07938224144109647
449	0.031345303357762505
456	0.8751221592759556
457	0.39390556692702056
459	0.32162613959347325
460	0.000341466186657729
461	0.9421131638129808
462	0.033114898014551725
464	0.9923713328098558
465	0.37813280872951044
467	0.7176036635281006
470	0.875911739525853
471	0.998475756635621
474	0.01752856962909681
475	0.9732758076977116
477	2.4539218203346684e-05
480	0.7938819633229891
484	0.03142094949504044
485	0.9768099506677737
487	0.7367413615903945
490	0.023595740199697443
493	0.028013227439364956
496	0.07115699532392623
499	0.9674482605322334
501	0.001661082684129236
502	0.002150108943951774
503	0.009518531147928068
504	0.8611553061544112
508	0.12948642864982413
510	0.9990351783832503
513	0.7637711792166325
514	0.9973590654946202
515	0.9372937859293163
519	0.9429957210702824
520	0.5875587763653953
523	0.6797872149611501
524	0.7882846762423404
525	0.016446776226209565
527	0.015211971824123517
529	0.9817736960879329
532	0.9838572008225398
533	0.3923445322951998
536	0.003831267794777139
537	0.9282373150983015
541	0.06958778859674769
543	0.9880581919433453
545	0.008428455962472924
547	0.7601180095046071
551	0.005725373855435265
552	0.0003522383041092742
553	0.047236512865263265
554	0.9553530281258639
557	0.04853200439110639
559	0.9802446088769499
561	0.8984502222782144
565	0.005748227143622075
566	0.985111720127776
568	0.20323212450335446
574	0.0003972884834247307
575	0.014030726481285486
578	0.14680580561255
581	0.25101155137360615
583	0.727867261107153
586	0.7214136612751013
587	0.9706385977335897
588	0.8415657840876642
591	0.2569085647174339
592	0.4365520249168499
593	0.7304606125006661
594	0.953645190599582
596	0.5287594210354233
598	0.7557927810896872
601	0.731478981792951
602	0.6961483587104069
603	0.7493999557857464
605	4.419843083690398e-05
609	0.011093030433977058
610	0.17509112495886384
611	0.06804392042564379
613	0.9986574563455953
618	0.006058762863292512
621	0.03795124469304004
622	0.011710554669049585
623	0.0067620344987906
626	0.9879436081049504
627	0.9058850715709491
631	0.9926356325303479
632	0.10535491198454162
633	0.018814544508588257
634	0.5293606843171675
635	0.6328492610481643
637	0.3395041292423468
641	0.9015723903257288
643	0.9090208045965694
644	0.2296296012199134
647	0.034040457151807445
648	0.40650815259029854
649	0.890895226654824
651	0.008656927812004347
652	0.07960289543612972
653	0.1382052690560219
657	0.9877845064297562
664	0.7169147172513433
667	0.0028914186634394403
669	0.9979106070410547
670	0.9948909911886263
672	0.05062455815054039
673	0.09933762706068064
674	0.5615726601891136
675	0.0016193690696194188
676	0.09567056255987631
678	0.9524152995463784
679	0.8355589140733523
682	0.9855623510927597
685	0.06841140190675175
687	0.9475618726815097
690	0.7263823291181989
