Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2011-05-06,20138.19,False
1,1,2011-05-13,17235.15,False
1,1,2011-05-20,15136.78,False
1,1,2011-05-27,15741.6,False
1,1,2011-06-03,16434.15,False
1,1,2011-06-10,15883.52,False
1,1,2011-06-17,14978.09,False
1,1,2011-06-24,15682.81,False
1,2,2011-05-06,50139.92,False
1,2,2011-05-13,44274.15,False
1,2,2011-05-20,44302.11,False
1,2,2011-05-27,45072.11,False
1,2,2011-06-03,47844.27,False
1,2,2011-06-10,46363.93,False
1,2,2011-06-17,42939.63,False
1,2,2011-06-24,42415.81,False
1,3,2011-05-06,10420.92,False
1,3,2011-05-13,8732.46,False
1,3,2011-05-20,7939.01,False
1,3,2011-05-27,8120.7,False
1,3,2011-06-03,8853.89,False
1,3,2011-06-10,7508.71,False
1,3,2011-06-17,7658.75,False
1,3,2011-06-24,6165.73,False
1,4,2011-05-06,37827.69,False
1,4,2011-05-13,33471.81,False
1,4,2011-05-20,34137.41,False
1,4,2011-05-27,36790.72,False
1,4,2011-06-03,42508.02,False
1,4,2011-06-10,35376.06,False
1,4,2011-06-17,35523.17,False
1,4,2011-06-24,35062.02,False
1,5,2011-05-06,16195.54,False
1,5,2011-05-13,15587.78,False
1,5,2011-05-20,15575.25,False
1,5,2011-05-27,16613.98,False
1,5,2011-06-03,16848.76,False
1,5,2011-06-10,18648.73,False
1,5,2011-06-17,17861.56,False
1,5,2011-06-24,21695.24,False
1,6,2011-05-06,7213.53,False
1,6,2011-05-13,4162.52,False
1,6,2011-05-20,4640.76,False
1,6,2011-05-27,5572.35,False
1,6,2011-06-03,4021.54,False
1,6,2011-06-10,3079.94,False
1,6,2011-06-17,3004.81,False
1,6,2011-06-24,3020.07,False
1,7,2011-05-06,19394.0,False
1,7,2011-05-13,21344.39,False
1,7,2011-05-20,18787.41,False
1,7,2011-05-27,26736.85,False
1,7,2011-06-03,38450.3,False
1,7,2011-06-10,38569.49,False
1,7,2011-06-17,31439.02,False
1,7,2011-06-24,23791.78,False
1,8,2011-05-06,37360.03,False
1,8,2011-05-13,34727.2,False
1,8,2011-05-20,35631.59,False
1,8,2011-05-27,35972.12,False
1,8,2011-06-03,36767.22,False
1,8,2011-06-10,36099.62,False
1,8,2011-06-17,34338.33,False
1,8,2011-06-24,34014.16,False
1,9,2011-05-06,23957.45,False
1,9,2011-05-13,23424.18,False
1,9,2011-05-20,23918.77,False
1,9,2011-05-27,26204.22,False
1,9,2011-06-03,30796.28,False
1,9,2011-06-10,27241.97,False
1,9,2011-06-17,23176.62,False
1,9,2011-06-24,24385.11,False
1,10,2011-05-06,28902.6,False
1,10,2011-05-13,28848.69,False
1,10,2011-05-20,28586.42,False
1,10,2011-05-27,30235.6,False
1,10,2011-06-03,35960.03,False
1,10,2011-06-10,31578.41,False
1,10,2011-06-17,31612.86,False
1,10,2011-06-24,29831.79,False
1,11,2011-05-06,23607.73,False
1,11,2011-05-13,25332.93,False
1,11,2011-05-20,19511.5,False
1,11,2011-05-27,27201.64,False
1,11,2011-06-03,38594.85,False
1,11,2011-06-10,41413.29,False
1,11,2011-06-17,35902.81,False
1,11,2011-06-24,35028.61,False
1,12,2011-05-06,11747.79,False
1,12,2011-05-13,12272.92,False
1,12,2011-05-20,14387.22,False
1,12,2011-05-27,11961.81,False
1,12,2011-06-03,13346.63,False
1,12,2011-06-10,12643.1,False
1,12,2011-06-17,10327.88,False
1,12,2011-06-24,10438.17,False
1,13,2011-05-06,40581.52,False
1,13,2011-05-13,35378.71,False
1,13,2011-05-20,35816.48,False
1,13,2011-05-27,36203.13,False
1,13,2011-06-03,39884.82,False
1,13,2011-06-10,38080.39,False
1,13,2011-06-17,39020.06,False
1,13,2011-06-24,37316.12,False
1,14,2011-05-06,15820.88,False
1,14,2011-05-13,15385.02,False
1,14,2011-05-20,13166.43,False
1,14,2011-05-27,12746.66,False
1,14,2011-06-03,13056.1,False
1,14,2011-06-10,11795.34,False
1,14,2011-06-17,12884.03,False
1,14,2011-06-24,13580.61,False
1,16,2011-05-06,37972.19,False
1,16,2011-05-13,40944.33,False
1,16,2011-05-20,35861.13,False
1,16,2011-05-27,38914.76,False
1,16,2011-06-03,44919.99,False
1,16,2011-06-10,38098.97,False
1,16,2011-06-17,38282.75,False
1,16,2011-06-24,31362.66,False
1,17,2011-05-06,10121.32,False
1,17,2011-05-13,9975.24,False
1,17,2011-05-20,7894.76,False
1,17,2011-05-27,6937.06,False
1,17,2011-06-03,5913.51,False
1,17,2011-06-10,9670.75,False
1,17,2011-06-17,10592.73,False
1,17,2011-06-24,6301.63,False
1,18,2011-05-06,682.48,False
1,18,2011-05-13,227.24,False
1,18,2011-05-20,1.8,False
1,18,2011-05-27,0.35,False
1,18,2011-06-10,1.0,False
1,18,2011-06-17,2.0,False
1,19,2011-05-06,1217.44,False
1,19,2011-05-13,1018.54,False
1,19,2011-05-20,1345.43,False
1,19,2011-05-27,1229.72,False
1,19,2011-06-03,869.89,False
1,19,2011-06-10,918.08,False
1,19,2011-06-17,489.9,False
1,19,2011-06-24,624.38,False
1,20,2011-05-06,3777.83,False
1,20,2011-05-13,3811.95,False
1,20,2011-05-20,3919.78,False
1,20,2011-05-27,5110.62,False
1,20,2011-06-03,5376.07,False
1,20,2011-06-10,4933.74,False
1,20,2011-06-17,4492.41,False
1,20,2011-06-24,3696.8,False
1,21,2011-05-06,8099.62,False
1,21,2011-05-13,7135.34,False
1,21,2011-05-20,5898.29,False
1,21,2011-05-27,6857.5,False
1,21,2011-06-03,7490.16,False
1,21,2011-06-10,7100.54,False
1,21,2011-06-17,6261.02,False
1,21,2011-06-24,7662.72,False
1,22,2011-05-06,7019.7,False
1,22,2011-05-13,5839.53,False
1,22,2011-05-20,5595.39,False
1,22,2011-05-27,6510.11,False
1,22,2011-06-03,6345.16,False
1,22,2011-06-10,5776.12,False
1,22,2011-06-17,7918.89,False
1,22,2011-06-24,5829.38,False
1,23,2011-05-06,19922.66,False
1,23,2011-05-13,21917.77,False
1,23,2011-05-20,17367.03,False
1,23,2011-05-27,21275.42,False
1,23,2011-06-03,22916.25,False
1,23,2011-06-10,21231.14,False
1,23,2011-06-17,21482.19,False
