Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2012-07-06,17823.37,False
1,1,2012-07-13,16566.18,False
1,1,2012-07-20,16348.06,False
1,1,2012-07-27,15731.18,False
1,1,2012-08-03,16628.31,False
1,1,2012-08-10,16119.92,False
1,1,2012-08-17,17330.7,False
1,1,2012-08-24,16286.4,False
1,1,2012-08-31,16680.24,False
1,2,2012-07-06,49771.92,False
1,2,2012-07-13,44411.95,False
1,2,2012-07-20,45108.22,False
1,2,2012-07-27,45008.22,False
1,2,2012-08-03,49424.06,False
1,2,2012-08-10,46729.91,False
1,2,2012-08-17,46350.97,False
1,2,2012-08-24,44972.52,False
1,2,2012-08-31,50995.5,False
1,3,2012-07-06,8473.71,False
1,3,2012-07-13,13126.15,False
1,3,2012-07-20,20126.95,False
1,3,2012-07-27,22716.7,False
1,3,2012-08-03,30331.69,False
1,3,2012-08-10,28257.3,False
1,3,2012-08-17,31905.97,False
1,3,2012-08-24,43712.78,False
1,3,2012-08-31,50701.3,False
1,4,2012-07-06,44936.96,False
1,4,2012-07-13,38073.91,False
1,4,2012-07-20,38080.05,False
1,4,2012-07-27,35197.59,False
1,4,2012-08-03,41305.39,False
1,4,2012-08-10,40343.83,False
1,4,2012-08-17,38105.9,False
1,4,2012-08-24,36674.67,False
1,4,2012-08-31,37802.97,False
1,5,2012-07-06,19684.48,False
1,5,2012-07-13,18089.61,False
1,5,2012-07-20,17896.46,False
1,5,2012-07-27,14105.4,False
1,5,2012-08-03,17615.28,False
1,5,2012-08-10,18232.46,False
1,5,2012-08-17,15440.65,False
1,5,2012-08-24,22446.23,False
1,5,2012-08-31,18615.76,False
1,6,2012-07-06,2828.03,False
1,6,2012-07-13,2776.97,False
1,6,2012-07-20,3496.53,False
1,6,2012-07-27,2545.65,False
1,6,2012-08-03,3412.58,False
1,6,2012-08-10,-139.65,False
1,6,2012-08-17,2725.3,False
1,6,2012-08-24,2626.5,False
1,6,2012-08-31,2987.07,False
1,7,2012-07-06,27364.96,False
1,7,2012-07-13,18427.17,False
1,7,2012-07-20,16528.1,False
1,7,2012-07-27,17171.35,False
1,7,2012-08-03,16916.29,False
1,7,2012-08-10,16552.49,False
1,7,2012-08-17,16256.91,False
1,7,2012-08-24,15159.94,False
1,7,2012-08-31,15802.09,False
1,8,2012-07-06,41524.67,False
