Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2012-01-06,16567.69,False
1,1,2012-01-13,16894.4,False
1,1,2012-01-20,18365.1,False
1,1,2012-01-27,18378.16,False
1,1,2012-02-03,23510.49,False
1,1,2012-02-10,36988.49,True
1,1,2012-02-17,54060.1,False
1,1,2012-02-24,20124.22,False
1,2,2012-01-06,44481.38,False
1,2,2012-01-13,43353.09,False
1,2,2012-01-20,43753.43,False
1,2,2012-01-27,41556.23,False
1,2,2012-02-03,54322.24,False
1,2,2012-02-10,50581.06,True
1,2,2012-02-17,46085.47,False
1,2,2012-02-24,47080.12,False
1,3,2012-01-06,13926.04,False
1,3,2012-01-13,13822.49,False
1,3,2012-01-20,11702.08,False
1,3,2012-01-27,10613.17,False
1,3,2012-02-03,12485.78,False
1,3,2012-02-10,12388.85,True
1,3,2012-02-17,10237.78,False
1,3,2012-02-24,10502.4,False
1,4,2012-01-06,40925.76,False
1,4,2012-01-13,36582.36,False
1,4,2012-01-20,33780.2,False
1,4,2012-01-27,33613.91,False
1,4,2012-02-03,40274.83,False
1,4,2012-02-10,39305.13,True
1,4,2012-02-17,36550.46,False
1,4,2012-02-24,34953.85,False
1,5,2012-01-06,23105.81,False
1,5,2012-01-13,19281.61,False
1,5,2012-01-20,19298.42,False
1,5,2012-01-27,21376.42,False
1,5,2012-02-03,28307.43,False
1,5,2012-02-10,38096.04,True
1,5,2012-02-17,46219.96,False
1,5,2012-02-24,30797.88,False
1,6,2012-01-06,3665.25,False
1,6,2012-01-13,2460.92,False
1,6,2012-01-20,2427.46,False
1,6,2012-01-27,1649.4,False
1,6,2012-02-03,3981.09,False
1,6,2012-02-10,7338.85,True
1,6,2012-02-17,4223.42,False
1,6,2012-02-24,3784.06,False
1,7,2012-01-06,12377.76,False
1,7,2012-01-13,9194.61,False
1,7,2012-01-20,10189.61,False
1,7,2012-01-27,11228.15,False
1,7,2012-02-03,16556.71,False
1,7,2012-02-10,21619.05,True
1,7,2012-02-17,16849.62,False
1,7,2012-02-24,15956.87,False
1,8,2012-01-06,36797.0,False
1,8,2012-01-13,34033.89,False
1,8,2012-01-20,35356.12,False
1,8,2012-01-27,34644.25,False
1,8,2012-02-03,40069.47,False
1,8,2012-02-10,38317.89,True
1,8,2012-02-17,37244.73,False
1,8,2012-02-24,37204.72,False
1,9,2012-01-06,20705.21,False
1,9,2012-01-13,15416.12,False
1,9,2012-01-20,13332.75,False
1,9,2012-01-27,14728.57,False
1,9,2012-02-03,19427.31,False
1,9,2012-02-10,20985.41,True
1,9,2012-02-17,23867.82,False
1,9,2012-02-24,25957.89,False
1,10,2012-01-06,29927.33,False
1,10,2012-01-13,23995.69,False
1,10,2012-01-20,25331.83,False
