PID,Sale_Price
911102090,84412.1
903458170,97157.8
527110120,179340.9
535457090,149375.0
904100020,109242.4
905480150,89418.8
527453070,136855.7
528228465,175360.9
923227030,151129.2
528344100,326379.7
532377140,129072.9
535177100,142215.9
906340110,298232.2
533212140,154430.3
909428340,220715.6
535382150,85323.0
534251030,177417.9
527451060,99430.9
527453160,141267.2
903227140,132912.7
911370490,306958.7
905226130,157585.5
914475020,145240.9
908152280,158991.7
534452060,124654.8
923229110,181432.8
910202030,90398.8
534477030,141011.9
923225150,106142.4
906226060,142255.0
905480240,103409.4
903454020,75413.1
527212050,334776.7
906475050,172188.5
903231180,126336.4
535176050,145245.0
528477050,346594.1
532354070,139405.1
909280030,236583.0
527354100,197843.9
916176125,240466.5
533125120,408185.2
911370460,280254.1
528120110,272105.7
528228275,181093.3
906204150,258016.7
914460110,233104.7
534429130,152815.8
534275060,122470.6
908102270,168717.7
914476020,132436.1
533223030,172310.6
535451250,144649.9
905452040,144738.0
528118050,448618.0
903201020,121987.4
527162120,186186.4
535382100,161368.4
528174030,194161.9
534402060,142956.7
903225050,106987.6
533253180,197809.4
906382040,201504.0
535353050,143245.1
535455090,123443.0
527357110,135542.1
902207220,251904.5
909282110,193797.5
902110080,135491.1
902207010,107715.8
533250110,224317.8
909475040,352333.3
527216080,422006.5
906420020,211641.9
534401200,142758.0
528435040,319288.3
528320060,477054.9
909275110,204594.0
528102080,436095.2
907200340,134708.5
902301140,92246.9
528150120,336110.5
535450180,86721.6
907285100,239183.9
533352170,177562.6
527302020,206673.3
905478220,142441.3
902205010,45803.7
907202050,153008.6
905476225,128574.8
923228260,89033.8
534250400,194391.4
527301245,259618.0
535453210,152123.2
535151080,133956.6
528363110,348209.5
907285080,214136.1
910203100,64219.2
532377060,116377.4
908225240,104842.3
909425060,178145.5
528346050,322901.7
534202160,141077.9
527325070,270527.6
526355190,290405.3
535325090,130934.1
905475150,123299.7
902201130,113418.3
527453130,142553.8
908276140,97409.8
527402380,100960.4
921128030,352016.5
905109170,242062.7
535426150,126130.3
905200340,185789.7
533253210,183747.8
535180020,167358.1
903484080,81609.8
533206020,240735.3
527404180,104829.4
528431060,251275.2
528363020,324400.4
903201030,119852.0
527252050,315731.1
526351030,187085.2
531453010,141764.2
907254050,200904.9
903400030,99967.2
910202050,69225.1
909100110,123256.8
535402090,156104.2
528186110,290233.7
905226050,155344.3
905201120,157616.1
527161090,182827.2
528176010,430275.9
902401120,269725.1
534276360,115899.9
902109160,115412.5
528294010,181033.2
534252070,92395.5
905478190,97898.2
527425110,120445.8
534201230,130617.3
526351100,167200.3
903450060,139982.2
902111010,99077.9
534401140,187165.0
528240070,219241.1
532353020,122978.1
905403150,139243.0
916402125,188862.2
527366030,220019.2
528228435,187640.2
528102050,380462.8
916403290,209942.2
527254070,343254.9
908225310,86946.8
528228440,186078.1
908186060,127737.9
916326090,229863.5
916382120,300316.1
903204095,103149.6
