Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2011-11-04,39886.06,False
1,1,2011-11-11,18689.54,False
1,1,2011-11-18,19050.66,False
1,1,2011-11-25,20911.25,True
1,1,2011-12-02,25293.49,False
1,1,2011-12-09,33305.92,False
1,1,2011-12-16,45773.03,False
1,1,2011-12-23,46788.75,False
1,1,2011-12-30,23350.88,True
1,2,2011-11-04,47313.62,False
1,2,2011-11-11,44936.47,False
1,2,2011-11-18,43997.78,False
1,2,2011-11-25,44259.59,True
1,2,2011-12-02,45928.14,False
1,2,2011-12-09,49357.43,False
1,2,2011-12-16,51137.42,False
1,2,2011-12-23,65615.36,False
1,2,2011-12-30,43539.94,True
1,3,2011-11-04,9189.2,False
1,3,2011-11-11,9959.64,False
1,3,2011-11-18,10104.36,False
1,3,2011-11-25,9317.56,True
1,3,2011-12-02,10146.54,False
1,3,2011-12-09,12955.55,False
1,3,2011-12-16,13180.05,False
1,3,2011-12-23,13667.88,False
1,3,2011-12-30,8848.44,True
1,4,2011-11-04,39354.84,False
1,4,2011-11-11,36826.52,False
1,4,2011-11-18,37656.58,False
1,4,2011-11-25,46564.14,True
1,4,2011-12-02,38489.63,False
1,4,2011-12-09,38729.31,False
1,4,2011-12-16,38266.47,False
1,4,2011-12-23,47785.93,False
1,4,2011-12-30,37371.22,True
1,5,2011-11-04,31956.07,False
1,5,2011-11-11,31002.65,False
1,5,2011-11-18,27339.37,False
1,5,2011-11-25,79340.15,True
1,5,2011-12-02,32572.27,False
1,5,2011-12-09,41782.13,False
1,5,2011-12-16,43479.7,False
1,5,2011-12-23,61483.82,False
1,5,2011-12-30,34981.76,True
1,6,2011-11-04,6223.03,False
1,6,2011-11-11,3527.62,False
1,6,2011-11-18,2640.98,False
1,6,2011-11-25,18629.83,True
1,6,2011-12-02,5240.63,False
1,6,2011-12-09,6714.41,False
1,6,2011-12-16,10022.4,False
1,6,2011-12-23,18931.11,False
1,6,2011-12-30,6629.6,True
1,7,2011-11-04,24182.96,False
1,7,2011-11-11,25942.35,False
1,7,2011-11-18,21953.16,False
1,7,2011-11-25,71151.34,True
1,7,2011-12-02,33118.33,False
1,7,2011-12-09,47751.41,False
1,7,2011-12-16,69511.06,False
1,7,2011-12-23,119302.15,False
1,7,2011-12-30,38216.01,True
1,8,2011-11-04,36959.48,False
1,8,2011-11-11,34003.52,False
1,8,2011-11-18,33169.55,False
1,8,2011-11-25,33243.85,True
1,8,2011-12-02,35886.92,False
1,8,2011-12-09,38226.32,False
1,8,2011-12-16,37149.3,False
1,8,2011-12-23,41062.58,False
1,8,2011-12-30,32419.78,True
1,9,2011-11-04,50675.72,False
1,9,2011-11-11,37670.13,False
1,9,2011-11-18,28932.57,False
1,9,2011-11-25,42228.79,True
1,9,2011-12-02,23042.52,False
1,9,2011-12-09,27724.56,False
1,9,2011-12-16,31948.63,False
1,9,2011-12-23,45445.25,False
1,9,2011-12-30,27192.39,True
1,10,2011-11-04,31588.66,False
1,10,2011-11-11,32346.54,False
1,10,2011-11-18,28013.63,False
1,10,2011-11-25,30877.51,True
1,10,2011-12-02,32006.18,False
1,10,2011-12-09,31747.07,False
1,10,2011-12-16,30816.81,False
1,10,2011-12-23,30434.19,False
1,10,2011-12-30,26147.46,True
1,11,2011-11-04,27469.93,False
1,11,2011-11-11,23541.72,False
1,11,2011-11-18,21412.74,False
1,11,2011-11-25,28315.7,True
1,11,2011-12-02,33129.25,False
1,11,2011-12-09,38807.31,False
1,11,2011-12-16,27918.08,False
1,11,2011-12-23,31435.36,False
1,11,2011-12-30,24030.39,True
1,12,2011-11-04,9964.78,False
1,12,2011-11-11,10216.64,False
1,12,2011-11-18,9872.05,False
1,12,2011-11-25,7816.44,True
1,12,2011-12-02,7587.6,False
1,12,2011-12-09,8014.5,False
1,12,2011-12-16,7784.82,False
1,12,2011-12-23,8311.17,False
1,12,2011-12-30,7699.0,True
1,13,2011-11-04,41907.62,False
1,13,2011-11-11,37255.89,False
1,13,2011-11-18,37077.82,False
1,13,2011-11-25,38625.48,True
1,13,2011-12-02,37507.93,False
1,13,2011-12-09,36404.7,False
1,13,2011-12-16,32782.17,False
1,13,2011-12-23,36950.91,False
1,13,2011-12-30,32871.95,True
1,14,2011-11-04,13634.48,False
1,14,2011-11-11,14903.78,False
1,14,2011-11-18,17803.49,False
1,14,2011-11-25,39773.89,True
1,14,2011-12-02,18110.97,False
1,14,2011-12-09,23852.42,False
1,14,2011-12-16,28845.68,False
