Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2011-09-02,15277.27,False
1,1,2011-09-09,17746.68,True
1,1,2011-09-16,18535.48,False
1,1,2011-09-23,17859.3,False
1,1,2011-09-30,18337.68,False
1,1,2011-10-07,20797.58,False
1,1,2011-10-14,23077.55,False
1,1,2011-10-21,23351.8,False
1,1,2011-10-28,31579.9,False
1,2,2011-09-02,49419.75,False
1,2,2011-09-09,43315.85,True
1,2,2011-09-16,42963.96,False
1,2,2011-09-23,43390.94,False
1,2,2011-09-30,46045.09,False
1,2,2011-10-07,49880.69,False
1,2,2011-10-14,43306.38,False
1,2,2011-10-21,42487.67,False
1,2,2011-10-28,41682.4,False
1,3,2011-09-02,19604.47,False
1,3,2011-09-09,12778.28,True
1,3,2011-09-16,10412.88,False
1,3,2011-09-23,9755.56,False
1,3,2011-09-30,10434.83,False
1,3,2011-10-07,9977.96,False
1,3,2011-10-14,9870.22,False
1,3,2011-10-21,10136.78,False
1,3,2011-10-28,9421.2,False
1,4,2011-09-02,36589.07,False
1,4,2011-09-09,35105.96,True
1,4,2011-09-16,34108.12,False
1,4,2011-09-23,32655.07,False
1,4,2011-09-30,32830.81,False
1,4,2011-10-07,37397.63,False
1,4,2011-10-14,35000.3,False
1,4,2011-10-21,33954.55,False
1,4,2011-10-28,34247.26,False
1,5,2011-09-02,20432.91,False
1,5,2011-09-09,19075.78,True
1,5,2011-09-16,19386.23,False
1,5,2011-09-23,20562.37,False
1,5,2011-09-30,16385.37,False
1,5,2011-10-07,30352.06,False
1,5,2011-10-14,22917.89,False
1,5,2011-10-21,32700.34,False
1,5,2011-10-28,26391.79,False
1,6,2011-09-02,3461.79,False
1,6,2011-09-09,6147.43,True
1,6,2011-09-16,3806.5,False
1,6,2011-09-23,4718.28,False
1,6,2011-09-30,3489.24,False
1,6,2011-10-07,4733.74,False
1,6,2011-10-14,4248.69,False
1,6,2011-10-21,5111.85,False
1,6,2011-10-28,6227.43,False
1,7,2011-09-02,14564.8,False
1,7,2011-09-09,13370.82,True
1,7,2011-09-16,14948.27,False
1,7,2011-09-23,14836.91,False
1,7,2011-09-30,13908.4,False
1,7,2011-10-07,12758.28,False
1,7,2011-10-14,13900.54,False
1,7,2011-10-21,24664.06,False
1,7,2011-10-28,26827.51,False
1,8,2011-09-02,34963.68,False
1,8,2011-09-09,34246.67,True
1,8,2011-09-16,35018.8,False
1,8,2011-09-23,33157.11,False
1,8,2011-09-30,34173.84,False
1,8,2011-10-07,36759.96,False
1,8,2011-10-14,34131.81,False
1,8,2011-10-21,32631.25,False
1,8,2011-10-28,34429.75,False
1,9,2011-09-02,38656.8,False
1,9,2011-09-09,35450.71,True
1,9,2011-09-16,27333.83,False
1,9,2011-09-23,30988.32,False
1,9,2011-09-30,44042.93,False
1,9,2011-10-07,41729.36,False
1,9,2011-10-14,32636.66,False
1,9,2011-10-21,31062.86,False
1,9,2011-10-28,34679.39,False
1,10,2011-09-02,30606.87,False
1,10,2011-09-09,31416.52,True
1,10,2011-09-16,32147.59,False
1,10,2011-09-23,27300.29,False
1,10,2011-09-30,31036.88,False
1,10,2011-10-07,31083.31,False
1,10,2011-10-14,30888.69,False
1,10,2011-10-21,28827.99,False
1,10,2011-10-28,28349.42,False
1,11,2011-09-02,20626.08,False
1,11,2011-09-09,20208.4,True
1,11,2011-09-16,19000.25,False
1,11,2011-09-23,17228.02,False
1,11,2011-09-30,18094.24,False
1,11,2011-10-07,21646.32,False
1,11,2011-10-14,19513.63,False
1,11,2011-10-21,22029.81,False
1,11,2011-10-28,20051.11,False
1,12,2011-09-02,10325.4,False
1,12,2011-09-09,10927.54,True
1,12,2011-09-16,10392.19,False
1,12,2011-09-23,9501.54,False
1,12,2011-09-30,7457.24,False
1,12,2011-10-07,11240.29,False
1,12,2011-10-14,12223.55,False
1,12,2011-10-21,11380.28,False
1,12,2011-10-28,10418.23,False
1,13,2011-09-02,42713.81,False
1,13,2011-09-09,38045.63,True
1,13,2011-09-16,38382.65,False
1,13,2011-09-23,37645.66,False
1,13,2011-09-30,37928.28,False
1,13,2011-10-07,41151.28,False
1,13,2011-10-14,37531.43,False
1,13,2011-10-21,38272.21,False
1,13,2011-10-28,37117.02,False
1,14,2011-09-02,12708.18,False
1,14,2011-09-09,13550.53,True
1,14,2011-09-16,13166.76,False
1,14,2011-09-23,11558.22,False
1,14,2011-09-30,14027.83,False
1,14,2011-10-07,12766.52,False
1,14,2011-10-14,13440.89,False
1,14,2011-10-21,12476.8,False
1,14,2011-10-28,13031.03,False
1,16,2011-09-02,15288.9,False
1,16,2011-09-09,17838.29,True
1,16,2011-09-16,13499.43,False
1,16,2011-09-23,10893.91,False
1,16,2011-09-30,11831.25,False
1,16,2011-10-07,14309.01,False
1,16,2011-10-14,10030.59,False
1,16,2011-10-21,10366.98,False
1,16,2011-10-28,7616.55,False
1,17,2011-09-02,7577.4,False
1,17,2011-09-09,8209.44,True
1,17,2011-09-16,7208.1,False
1,17,2011-09-23,7063.24,False
1,17,2011-09-30,7348.08,False
1,17,2011-10-07,8149.44,False
1,17,2011-10-14,8241.42,False
1,17,2011-10-21,7547.77,False
1,17,2011-10-28,7407.41,False
1,18,2011-09-02,83.64,False
1,18,2011-09-09,149.24,True
1,18,2011-09-16,868.86,False
1,18,2011-09-23,2540.81,False
1,18,2011-09-30,3279.04,False
1,18,2011-10-07,4959.46,False
1,18,2011-10-14,5758.87,False
1,18,2011-10-21,7304.78,False
1,18,2011-10-28,16545.45,False
1,19,2011-09-02,880.55,False
1,19,2011-09-09,990.6,True
1,19,2011-09-16,1071.02,False
1,19,2011-09-23,992.99,False
1,19,2011-09-30,1003.0,False
1,19,2011-10-07,984.0,False
1,19,2011-10-14,1286.47,False
1,19,2011-10-21,911.38,False
1,19,2011-10-28,1061.44,False
1,20,2011-09-02,4333.53,False
1,20,2011-09-09,3991.02,True
1,20,2011-09-16,3427.12,False
1,20,2011-09-23,3571.86,False
1,20,2011-09-30,3560.89,False
1,20,2011-10-07,3135.0,False
1,20,2011-10-14,3516.39,False
1,20,2011-10-21,2638.07,False
1,20,2011-10-28,3180.74,False
1,21,2011-09-02,8384.67,False
1,21,2011-09-09,8021.04,True
1,21,2011-09-16,8792.26,False
1,21,2011-09-23,7764.04,False
1,21,2011-09-30,8104.0,False
1,21,2011-10-07,9020.44,False
1,21,2011-10-14,7774.11,False
1,21,2011-10-21,8113.95,False
1,21,2011-10-28,8346.1,False
1,22,2011-09-02,7166.39,False
1,22,2011-09-09,9716.37,True
1,22,2011-09-16,7526.42,False
1,22,2011-09-23,7295.83,False
1,22,2011-09-30,5153.35,False
1,22,2011-10-07,7980.63,False
1,22,2011-10-14,7688.46,False
1,22,2011-10-21,7727.26,False
1,22,2011-10-28,6866.34,False
1,23,2011-09-02,18827.59,False
1,23,2011-09-09,16403.15,True
1,23,2011-09-16,13053.74,False
1,23,2011-09-23,15044.0,False
1,23,2011-09-30,16135.85,False
1,23,2011-10-07,18327.16,False
1,23,2011-10-14,17951.52,False
1,23,2011-10-21,20272.49,False
1,23,2011-10-28,19970.49,False
1,24,2011-09-02,4629.39,False
1,24,2011-09-09,4212.08,True
1,24,2011-09-16,3840.96,False
1,24,2011-09-23,2854.73,False
1,24,2011-09-30,2957.53,False
1,24,2011-10-07,4446.16,False
1,24,2011-10-14,3461.67,False
1,24,2011-10-21,7007.77,False
1,24,2011-10-28,7173.54,False
1,25,2011-09-02,8186.36,False
1,25,2011-09-09,9241.48,True
1,25,2011-09-16,7613.85,False
1,25,2011-09-23,7538.64,False
1,25,2011-09-30,8010.24,False
1,25,2011-10-07,8907.86,False
1,25,2011-10-14,9111.45,False
1,25,2011-10-21,9014.23,False
1,25,2011-10-28,10461.93,False
1,26,2011-09-02,4014.69,False
1,26,2011-09-09,4217.53,True
1,26,2011-09-16,5003.37,False
