Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2012-05-04,17147.44,False
1,1,2012-05-11,18164.2,False
1,1,2012-05-18,18517.79,False
1,1,2012-05-25,16963.55,False
1,1,2012-06-01,16065.49,False
1,1,2012-06-08,17666.0,False
1,1,2012-06-15,17558.82,False
1,1,2012-06-22,16633.41,False
1,1,2012-06-29,15722.82,False
1,2,2012-05-04,50501.3,False
1,2,2012-05-11,46717.76,False
1,2,2012-05-18,44411.23,False
1,2,2012-05-25,45817.07,False
1,2,2012-06-01,47425.29,False
1,2,2012-06-08,49439.58,False
1,2,2012-06-15,46637.48,False
1,2,2012-06-22,46075.0,False
1,2,2012-06-29,47629.14,False
1,3,2012-05-04,10655.35,False
1,3,2012-05-11,10342.72,False
1,3,2012-05-18,8609.82,False
1,3,2012-05-25,8345.33,False
1,3,2012-06-01,7175.77,False
1,3,2012-06-08,8614.64,False
1,3,2012-06-15,8016.26,False
1,3,2012-06-22,7301.41,False
1,3,2012-06-29,7577.59,False
1,4,2012-05-04,41897.55,False
1,4,2012-05-11,35840.06,False
1,4,2012-05-18,34536.29,False
1,4,2012-05-25,38270.34,False
1,4,2012-06-01,41566.55,False
1,4,2012-06-08,41124.27,False
1,4,2012-06-15,39019.74,False
1,4,2012-06-22,37400.31,False
1,4,2012-06-29,39758.77,False
1,5,2012-05-04,18953.07,False
1,5,2012-05-11,17277.63,False
1,5,2012-05-18,17955.73,False
1,5,2012-05-25,18625.67,False
1,5,2012-06-01,17233.25,False
1,5,2012-06-08,24752.99,False
1,5,2012-06-15,21376.63,False
1,5,2012-06-22,24337.24,False
1,5,2012-06-29,20233.9,False
1,6,2012-05-04,4658.18,False
1,6,2012-05-11,3574.83,False
1,6,2012-05-18,6030.81,False
1,6,2012-05-25,5131.26,False
1,6,2012-06-01,3249.75,False
1,6,2012-06-08,4888.46,False
1,6,2012-06-15,4087.58,False
1,6,2012-06-22,4870.31,False
1,6,2012-06-29,4774.5,False
1,7,2012-05-04,22956.83,False
1,7,2012-05-11,23036.8,False
1,7,2012-05-18,19180.11,False
1,7,2012-05-25,28671.98,False
1,7,2012-06-01,31568.92,False
1,7,2012-06-08,30052.56,False
1,7,2012-06-15,26249.22,False
1,7,2012-06-22,24777.12,False
1,7,2012-06-29,24077.39,False
1,8,2012-05-04,41589.1,False
1,8,2012-05-11,37702.53,False
1,8,2012-05-18,37817.25,False
1,8,2012-05-25,39067.0,False
1,8,2012-06-01,41039.74,False
1,8,2012-06-08,40236.23,False
1,8,2012-06-15,38163.76,False
1,8,2012-06-22,37693.88,False
1,8,2012-06-29,37647.44,False
1,9,2012-05-04,31552.3,False
1,9,2012-05-11,28043.48,False
1,9,2012-05-18,26160.37,False
1,9,2012-05-25,29338.57,False
1,9,2012-06-01,35001.66,False
1,9,2012-06-08,30307.11,False
1,9,2012-06-15,30249.01,False
1,9,2012-06-22,28249.43,False
1,9,2012-06-29,25081.23,False
1,10,2012-05-04,35800.66,False
1,10,2012-05-11,32271.72,False
1,10,2012-05-18,30339.17,False
1,10,2012-05-25,34203.35,False
1,10,2012-06-01,37294.14,False
1,10,2012-06-08,36155.27,False
1,10,2012-06-15,32578.62,False
1,10,2012-06-22,32851.06,False
1,10,2012-06-29,33135.34,False
