PID,Sale_Price
527404020,127679.5
903456110,203812.7
528275070,230030.0
527208010,371066.9
907180040,195383.2
906380150,168239.4
907192040,220204.2
902405100,141893.1
909277040,185741.8
906412050,360258.3
905452150,133878.3
531376050,175426.6
534400030,150300.8
910203250,54138.5
906226090,133906.2
903231180,127168.8
527359080,206254.1
923230190,131922.0
906426210,249858.6
903427040,166163.6
905225090,177115.3
535353160,112402.1
907290140,141718.3
923275010,161944.5
909251030,136909.3
907175030,222117.9
907135050,156063.5
533110130,283635.6
905104180,132994.7
528108150,288398.7
528181080,211597.6
907285050,188637.8
534129380,125747.0
907405030,217472.6
528351010,485222.5
905476230,122810.2
903454010,127363.0
903233080,164673.7
531367010,192894.1
528174040,207842.4
534151120,255939.0
528431070,262513.8
532376090,138823.0
903201080,176019.2
905105260,136290.3
533210020,172046.3
902202070,107849.9
532476050,257422.6
902406070,157880.5
907414070,185461.0
528228280,194126.3
923225360,96400.4
903234090,135229.8
531452010,123805.2
907187010,222472.2
528168040,309504.0
906202040,182173.0
534476080,136120.2
914478110,174102.3
531373060,188221.5
527175130,155476.4
905225040,143528.0
909426060,254465.6
528326030,300521.7
907194020,212010.8
527105140,202557.9
909176170,175345.2
535354130,132618.1
535301060,161255.6
905200510,143853.0
528458140,279106.9
907255010,226098.5
527163070,184973.3
531453100,159943.4
528222050,170037.9
923225490,115690.7
535457050,108535.2
904101040,118346.1
528218080,173989.4
908225180,99597.4
534275170,139944.9
909281110,218254.2
527356050,144630.8
909275030,158963.9
907420050,183954.1
924152030,211206.2
903453050,135258.6
528280180,213974.0
528181040,199904.6
533221060,168707.5
533213130,174342.8
902207220,245474.8
533206060,196460.4
533212120,155789.1
923426070,139004.2
527183060,222812.4
906425045,136209.9
527106150,204753.2
535383110,100756.6
528181060,223070.4
903484110,125773.6
528106120,267198.9
533238045,282224.9
528188150,180742.2
527105010,191157.0
911128010,100922.0
533350090,275302.1
533254130,181825.7
909427200,156848.9
905101100,90129.9
910251050,81653.0
908178050,239172.0
528458150,297531.7
907252050,203541.2
528429070,250476.9
531450090,168634.2
535152280,143395.6
535402090,160373.3
533212060,158791.3
528102120,272718.6
532376110,123855.4
902325050,153882.0
909428170,269206.5
534201240,136451.4
526355080,372718.2
528164040,388722.3
528358030,328447.0
903430070,75369.0
534402140,151934.6
533206070,231656.7
907285100,236692.5
907285080,214975.9
535352080,112409.9
535104020,151281.1
528490080,202541.3
905376090,152933.2
528178090,359209.9
532353020,126046.9
907202050,147216.4
