PID,Sale_Price
911102090,83159.7
903456110,203934.8
528275070,229921.0
527208010,371110.5
907180040,195248.3
906380150,168110.5
907192040,220164.2
902405100,141949.9
909277040,185842.8
906412050,359889.8
905452150,133415.4
531376050,175430.6
534400030,150300.0
910203250,54302.4
906226090,133576.3
903231180,127319.0
527359080,206084.6
923230190,131976.9
906426210,249794.7
903427040,165880.0
905225090,176827.3
535353160,112540.2
907290140,141652.6
923275010,162023.5
909251030,135959.7
907175030,222066.4
907135050,156169.5
533110130,283906.1
905104180,132977.3
528108150,288519.3
528181080,211619.7
907285050,188610.3
534129380,125483.2
907405030,217479.7
528351010,485705.7
905476230,122402.1
903454010,127417.5
903233080,165157.6
531367010,192920.2
528174040,207764.2
534151120,256030.5
528431070,262830.4
532376090,138867.1
903201080,176161.5
905105260,136532.2
533210020,171891.0
902202070,107618.9
532476050,257099.7
902406070,158101.1
907414070,185541.2
528228280,194459.7
923225360,95750.4
903234090,135100.1
531452010,123849.2
907187010,222486.1
528168040,309695.9
906202040,182241.2
534476080,136255.7
914478110,173930.6
531373060,188501.6
527175130,155460.2
905225040,143757.1
909426060,254352.6
528326030,300701.6
907194020,211903.4
527105140,202354.2
909176170,174714.7
535354130,132657.1
535301060,161510.0
905200510,144094.5
528458140,279384.4
907255010,225974.5
527163070,184459.2
531453100,159824.4
528222050,169746.3
923225490,115682.5
535457050,108515.7
904101040,118816.5
528218080,173706.7
908225180,98205.8
534275170,139907.5
909281110,217728.1
527356050,143392.3
909275030,158549.4
907420050,183839.3
924152030,211075.0
903453050,135040.4
528280180,213959.6
528181040,199870.8
533221060,168513.5
533213130,174421.1
902207220,243833.7
533206060,196419.4
533212120,155849.9
923426070,138829.5
527183060,222812.6
906425045,135990.3
527106150,204706.3
535383110,100648.3
528181060,223191.4
903484110,126312.8
528106120,267594.9
533238045,282104.8
528188150,180567.2
527105010,191081.4
911128010,100401.3
533350090,274226.9
533254130,181641.5
909427200,156754.6
905101100,90230.5
910251050,79862.4
908178050,239069.3
528458150,297223.5
907252050,203320.6
528429070,249863.4
531450090,168869.5
535152280,143117.3
535402090,160778.4
533212060,158725.0
528102120,272746.3
532376110,123731.8
902325050,154270.4
909428170,269568.6
534201240,136222.8
526355080,374625.0
528164040,389175.2
528358030,328248.6
903430070,76176.5
534402140,151865.9
533206070,231588.9
907285100,236873.1
907285080,215045.7
535352080,112508.3
535104020,151387.8
528490080,202482.6
905376090,152626.7
528178090,359023.6
532353020,126089.0
907202050,147099.6
902104020,134515.1
527182190,226639.3
902128150,154849.1
907401090,247595.3
528240080,226783.9
528102010,387025.3
533130130,295865.9
903481120,119913.9
533212020,162482.0
528292040,175173.2
535354070,125768.2
535476110,139966.5
908128050,138127.5
923228270,77194.2
909475040,361940.6
905427140,187733.5
923226150,146693.0
902303100,143085.4
528222020,178170.7
902106090,141367.5
903400220,185280.2
527455280,156199.1
905300020,147834.4
906382030,229299.0
923229010,145896.7
527375160,199202.1
535377150,106071.2
528431060,255606.0
905108090,154962.2
910200020,107795.1
527404050,126016.9
528228360,205467.2
903231130,108125.4
534251320,147278.2
907200130,121948.4
527165020,167259.9
528228545,176260.9
914475020,150679.0
909178160,150306.0
902206130,120414.9
917425190,213573.8
911370510,259087.4
528488110,213534.5
909254100,156300.4
905229040,152345.8
907425015,149870.9
906201050,162484.7
902301120,129096.8
911370540,273447.9
534429030,93859.1
528431040,403860.1
905100030,150754.3
923202105,173022.5
905104030,133953.2
907290070,169708.6
905477010,99379.5
528429050,242044.9
534201040,134778.9
908154205,450597.6
909282020,257048.1
534176140,162355.8
528174060,198863.0
910200110,129913.2
905480160,94794.5
535175070,141889.5
923276260,145806.4
905475500,78316.3
528382030,225206.4
533221030,175722.7
906392100,248694.2
906378120,251833.7
527455100,137833.7
903400180,191047.1
534450090,60495.2
534251280,156762.6
916326040,176595.4
923205120,135207.1
528221100,178104.8
527127100,342986.3
527455050,144521.6
902207010,110772.7
535454060,80451.1
527108070,362259.9
532376250,121492.4
914452060,145829.8
534278150,143669.0
532376040,123369.8
535175030,164141.4
909428240,224098.3
534252070,96132.1
527452150,137163.7
923276180,133382.2
906378100,237551.8
527162180,172592.8
907410040,195990.9
535350030,143946.7
916477010,333776.2
905450020,150923.1
527326040,174709.2
903205040,103525.2
906475050,179615.2
910203020,100017.2
909452050,236345.6
905100080,166496.7
527356020,265194.9
909275160,146050.7
527302060,191187.1
534251030,174082.5
903236200,113424.7
528222040,192136.6
528477070,267323.6
533208030,231228.1
531453010,145653.0
909428340,218985.2
907270040,264961.9
535301170,154530.6
907275140,287942.1
903475020,113294.7
532377060,118630.2
528365070,327400.8
528458060,200891.0
527212050,356199.2
907192030,180452.3
527357020,165706.4
923203190,158543.4
905105170,124600.1
534475250,184153.2
907196060,204896.3
909254150,140695.9
902402150,87070.0
905200280,187716.6
909100080,116235.5
533223050,154070.4
533236070,209172.0
532378240,119120.7
527164090,158676.9
902302150,132686.5
528321010,361954.0
923226300,80932.3
902128100,106366.9
528290030,163895.1
527368020,205172.7
907192130,215648.7
905427030,291376.9
905377010,131784.0
909256010,141643.2
905351150,205442.9
902205140,107018.0
535151160,146637.6
533350050,336085.8
532378120,127070.2
535478090,111828.1
905451410,130724.5
902104060,92736.1
905202190,252771.8
907252190,266724.6
902328100,136236.2
907125120,141354.6
527450150,109486.5
528228415,172654.9
528222060,178145.2
526351010,156405.9
535105060,174322.1
535403190,160015.4
906392120,294660.9
909475050,222559.9
528186090,290931.3
531452020,121758.0
531363030,169345.7
528228340,199360.7
535304020,142156.8
923204040,155081.1
528482020,262197.9
528235180,188187.0
924100070,167790.3
907202130,157696.1
906226130,136384.1
907410110,221956.8
