PID,Sale_Price
909101010,129144.3
903458170,97100.8
527110120,179315.7
535457090,149197.7
904100020,109243.6
905480150,90008.5
527453070,136736.2
528228465,175200.1
923227030,151152.9
528344100,326626.6
532377140,129168.5
535177100,142024.3
906340110,298251.0
533212140,154518.3
909428340,220553.7
535382150,85233.9
534251030,177018.8
527451060,99479.8
527453160,141110.6
903227140,132153.7
911370490,305743.3
905226130,157761.7
914475020,145254.6
908152280,158970.4
534452060,123476.5
923229110,181831.7
910202030,90254.5
534477030,141025.1
923225150,105890.6
906226060,142588.5
905480240,104330.7
903454020,75619.0
527212050,334544.0
906475050,173105.0
903231180,126598.7
535176050,145197.6
528477050,346855.7
532354070,139494.7
909280030,236940.8
527354100,198133.0
916176125,241340.6
533125120,409340.6
911370460,278642.4
528120110,272962.8
528228275,181286.2
906204150,257881.8
914460110,232969.1
534429130,152704.3
534275060,122170.4
908102270,168860.8
914476020,132900.0
533223030,172422.9
535451250,145158.0
905452040,144791.5
528118050,448567.8
903201020,121798.4
527162120,186073.4
535382100,161254.3
528174030,194344.7
534402060,142971.6
903225050,107231.9
533253180,198464.5
906382040,201594.7
535353050,142585.8
535455090,123800.3
527357110,136119.8
902207220,254175.2
909282110,193771.2
902110080,135739.6
902207010,108060.4
533250110,224222.1
909475040,352200.8
527216080,419894.6
906420020,211751.0
534401200,143225.4
528435040,318932.2
528320060,477748.3
909275110,204372.1
528102080,435810.5
907200340,134597.4
902301140,92710.3
528150120,335985.5
535450180,87127.4
907285100,239033.7
533352170,177562.2
527302020,206220.2
905478220,142568.9
902205010,45773.8
907202050,153312.0
905476225,128582.7
923228260,89395.2
534250400,194273.2
527301245,259430.9
535453210,151440.5
535151080,133950.7
528363110,348754.2
907285080,214163.0
910203100,63984.8
532377060,116278.8
908225240,104709.9
909425060,177938.5
528346050,323237.9
534202160,141069.1
527325070,270104.2
526355190,291566.4
535325090,131165.0
905475150,123339.0
902201130,113065.4
527453130,142650.4
908276140,97324.0
527402380,100635.9
921128030,352604.8
905109170,241601.5
535426150,126627.3
905200340,185665.0
533253210,184227.0
535180020,167142.5
903484080,81163.9
533206020,240841.3
527404180,104790.8
528431060,251165.4
528363020,324976.0
903201030,119640.0
527252050,315887.5
526351030,186917.2
531453010,142065.1
907254050,200891.6
